fraud_name,real_name,negative_name
Sämin1a,Sanmina,Ally Financiål
Joy Gl0bal,Joy Global,Celgene
Joy Gl0bal,Joy Global,T0wer Internatìonal
Joy Gl0bal,Joy Global,Textr0n
Joy Gl0bal,Joy Global,ATÀT
Joy Gl0bal,Joy Global,Baker Hughes
Joy Gl0bal,Joy Global,Exterran Holdings
Aràmárk,Aramark,Western & Southern Financial Gr0up
Aràmárk,Aramark,Nati0nal Fuel Ga5
Aràmárk,Aramark,Edwards Lifesciences
Aràmárk,Aramark,Chur ch & Dwight
Aràmárk,Aramark,Pinnacle West Capital
Aràmárk,Aramark,AmerisourceBergén
Mutuál of Omaha Insurance,Mutual of Omaha Insurance,CNO Financial Group
Mutuál of Omaha Insurance,Mutual of Omaha Insurance,Baxte r International
Mutuál of Omaha Insurance,Mutual of Omaha Insurance,Kelly Services
Mutuál of Omaha Insurance,Mutual of Omaha Insurance,Mêrck
Mutuál of Omaha Insurance,Mutual of Omaha Insurance,Lennar
Mutuál of Omaha Insurance,Mutual of Omaha Insurance,Ryers0n Holding
J.P MorganChase,JP Morgan Chase,Tea mHealth Holdings
J.P MorganChase,JP Morgan Chase,Ashland
J.P MorganChase,JP Morgan Chase,Gue5s
J.P MorganChase,JP Morgan Chase,TransD1gm Group
J.P MorganChase,JP Morgan Chase,AmicáMutualInsurance
J.P MorganChase,JP Morgan Chase,Symántèc
Pacifíc Life,Pacific Life,Avay a
Pacifíc Life,Pacific Life,Commercial Metals
Pacifíc Life,Pacific Life,E xelis
Pacifíc Life,Pacific Life,Tempur Sealy International
Pacifíc Life,Pacific Life,Màxim Integrated Products.
Pacifíc Life,Pacific Life,We1lCare Heal th Plans
New Jersey Resourcès,New Jersey Resources,Newfie1d Explorati0n
New Jersey Resourcès,New Jersey Resources,Abbott Laboratories
New Jersey Resourcès,New Jersey Resources,Par exel International
New Jersey Resourcès,New Jersey Resources,Domtar.
New Jersey Resourcès,New Jersey Resources,DevònEner gy
New Jersey Resourcès,New Jersey Resources,Šafëway
Poo1,Pool,Fàcebook
Poo1,Pool,Třavelers Cos.
Poo1,Pool,Ulta Salon Cosmetic5 & Fragrance
Poo1,Pool,Fis ér v
Poo1,Pool,Darden Restaurants
Poo1,Pool,Interpub1ic Group
Progrèssive,Progressive,Superior Energy Services
Progrèssive,Progressive,Edìson Internationál
Progrèssive,Progressive,Aváya
Progrèssive,Progressive,Owen'sCorning
Progrèssive,Progressive,Men's Wearhouse
Progrèssive,Progressive,Colfa x
Va1spar,Valspar,Time Warner
Va1spar,Valspar,Hèalth Care-REIT
Va1spar,Valspar,Nationstar Mortgage Holdings
Va1spar,Valspar,Essendant.
Va1spar,Valspar,Berry Plastics Group
Va1spar,Valspar,Erie Insurance Group
Amèr.co,Amerco,Scr1pps Networks Interáctive
Amèr.co,Amerco,Packag1ng Corp. of Ámèrica
Amèr.co,Amerco,Preci5ion Castparts
Amèr.co,Amerco,RP C
Amèr.co,Amerco,Puget Energy
Amèr.co,Amerco,Under Ar mour
PèrkinElmer,PerkinElmer,M0ody's
PèrkinElmer,PerkinElmer,F1rstEnergy.
PèrkinElmer,PerkinElmer,Mùtual of Omaha Insurance
PèrkinElmer,PerkinElmer,Aleris
PèrkinElmer,PerkinElmer,Ava.Ya
PèrkinElmer,PerkinElmer,CarM ax
Sabŕe,Sabre,Orac1e
Sabŕe,Sabre,Union Pacific
Sabŕe,Sabre,Dollar_General
Sabŕe,Sabre,Denbury Re5ources
Sabŕe,Sabre,Green Plàins
Sabŕe,Sabre,B B&T Corp.
Nexeo Solutio ns Holdings,Nexeo Solutions Holdings,Mondelez. International
Nexeo Solutio ns Holdings,Nexeo Solutions Holdings,Symetra Financiàl.
Nexeo Solutio ns Holdings,Nexeo Solutions Holdings,Range Re5ources
Nexeo Solutio ns Holdings,Nexeo Solutions Holdings,Loews
Nexeo Solutio ns Holdings,Nexeo Solutions Holdings,AutoNation
Nexeo Solutio ns Holdings,Nexeo Solutions Holdings,Goog1e
Northe rn TierEnergy,Northern Tier Energy,Ünìted Refining
Northe rn TierEnergy,Northern Tier Energy,Williams-Sonoma
Northe rn TierEnergy,Northern Tier Energy,D1SH Netw0rk
Northe rn TierEnergy,Northern Tier Energy,ON Semiconductor
Northe rn TierEnergy,Northern Tier Energy,Babçock & Wilcox
Northe rn TierEnergy,Northern Tier Energy,V.F
Servicè Corp. Internationa1,Service Corp. International,Hormel Fòods
Servicè Corp. Internationa1,Service Corp. International,Ryerson Holding
Servicè Corp. Internationa1,Service Corp. International,LincoIn  Electric Hóldings
Servicè Corp. Internationa1,Service Corp. International,Kell0gg
Servicè Corp. Internationa1,Service Corp. International,National ÒilwellVa rco
Servicè Corp. Internationa1,Service Corp. International,Systemax
Patter5on,Patterson,Ch ūbb
Patter5on,Patterson,Tupperware Brands
Patter5on,Patterson,Brocade Communications Systems
Patter5on,Patterson,ÊnerSys
Patter5on,Patterson,Cab0t 0il & Gas
Patter5on,Patterson,Pùblic Service Enterprise Gròup
Unive rsal,Universal,Leucádia Nationa1
Unive rsal,Universal,Èli Lilly
Unive rsal,Universal,Travelers Co5.
Unive rsal,Universal,Equinix
Unive rsal,Universal,Hubbell
Unive rsal,Universal,Triumph Group
Ameρr1se Fínancial,Ameriprise Financial,Stapl es
Ameρr1se Fínancial,Ameriprise Financial,Air Products & Chemicals
Ameρr1se Fínancial,Ameriprise Financial,Èducati0n Management
Ameρr1se Fínancial,Ameriprise Financial,Varian Medical Systems
Ameρr1se Fínancial,Ameriprise Financial,Ólin
Ameρr1se Fínancial,Ameriprise Financial,Si1ganHoldings
CÁC1 Internatioņal,CACI International,Bèlden
CÁC1 Internatioņal,CACI International,Es terlineTechnologies
CÁC1 Internatioņal,CACI International,N0rthwestern Mutua1
CÁC1 Internatioņal,CACI International,Ḉharter Commúnications
CÁC1 Internatioņal,CACI International,Sealed A ir
CÁC1 Internatioņal,CACI International,D5T Systems
TrueB1ue,TrueBlue,Tèmpur Sealy International
TrueB1ue,TrueBlue,Alliancé One Internatíonal
TrueB1ue,TrueBlue,A cuityBr ands
TrueB1ue,TrueBlue,Analog Devices
TrueB1ue,TrueBlue,Bed Bath & Beyònd
TrueB1ue,TrueBlue,Costco
Xylèm,Xylem,Las Véga5 Sand5
Xylèm,Xylem,MägelIan Health
Xylèm,Xylem,Bèlden
Xylèm,Xylem,Státe Farm Insurance Cos.
Xylèm,Xylem,Ir0n Mountain
Xylèm,Xylem,Goodyear tire & Rubbeṛ
Raym0nd James Financ1al,Raymond James Financial,Schnitzeŕ SteelIndustries
Raym0nd James Financ1al,Raymond James Financial,Live Nation Entertainment
Raym0nd James Financ1al,Raymond James Financial,Mead Johnson Nutrition
Raym0nd James Financ1al,Raymond James Financial,Fi fth Thir d Bancorp
Raym0nd James Financ1al,Raymond James Financial,Seventy Seven Energy
Raym0nd James Financ1al,Raymond James Financial,Citìgroup.
Últà Salon Cosmetics & Fragrance,Ulta Salon Cosmetics & Fragrance,Scotts Miracle-Gro
Últà Salon Cosmetics & Fragrance,Ulta Salon Cosmetics & Fragrance,Fl0wserve
Últà Salon Cosmetics & Fragrance,Ulta Salon Cosmetics & Fragrance,Arrow Electronics
Últà Salon Cosmetics & Fragrance,Ulta Salon Cosmetics & Fragrance,Resolute Forest Products
Últà Salon Cosmetics & Fragrance,Ulta Salon Cosmetics & Fragrance,I.TT
Últà Salon Cosmetics & Fragrance,Ulta Salon Cosmetics & Fragrance,Thr1vent Financial f0r Lutherans
Fánnie Maè,Fannie Mae,Scripps Networks Interactive
Fánnie Maè,Fannie Mae,CouNtry Financíal
Fánnie Maè,Fannie Mae,Xi1inx
Fánnie Maè,Fannie Mae,Cooper T1re & Rubber
Fánnie Maè,Fannie Mae,J.Crew.Gróup
Fánnie Maè,Fannie Mae,Snap0n
DI5H Network.,DISH Network,Ólin
DI5H Network.,DISH Network,Me dnax
DI5H Network.,DISH Network,Eñvision HealthcareHoldings
DI5H Network.,DISH Network,New Jersey Resourcès
DI5H Network.,DISH Network,C.BS
DI5H Network.,DISH Network,ValmontIndustr1es
Guèss,Guess,Wíndstreàm Hold1ngs
Guèss,Guess,Amer1can National Insurance
Guèss,Guess,J.C. Penney
Guèss,Guess,AmerisourceBergén
Guèss,Guess,"Toys ""R"" Us."
Guèss,Guess,HcP
Spirit Aero System5 Holdings,Spirit AeroSystems Holdings,Levè1 3 Communi catìons
Spirit Aero System5 Holdings,Spirit AeroSystems Holdings,IAC/InterActiveCorp
Spirit Aero System5 Holdings,Spirit AeroSystems Holdings,Amerìcan Tower
Spirit Aero System5 Holdings,Spirit AeroSystems Holdings,Brookdalé Seni0r Living
Spirit Aero System5 Holdings,Spirit AeroSystems Holdings,Darlíng Ingred1ents
Spirit Aero System5 Holdings,Spirit AeroSystems Holdings,jp Morgan Cha5e
Pioneer Natural Resourcès,Pioneer Natural Resources,5ynnex
Pioneer Natural Resourcès,Pioneer Natural Resources,Sònoco Products
Pioneer Natural Resourcès,Pioneer Natural Resources,MarkWest Energy Partners
Pioneer Natural Resourcès,Pioneer Natural Resources,VwR
Pioneer Natural Resourcès,Pioneer Natural Resources,Country Financial
Pioneer Natural Resourcès,Pioneer Natural Resources,Amica Mutual Insurance
Tay1or Morrison  Home,Taylor Morrison Home,A1á5ka Air Group
Tay1or Morrison  Home,Taylor Morrison Home,DònaIdson
Tay1or Morrison  Home,Taylor Morrison Home,Avery Denn1son
Tay1or Morrison  Home,Taylor Morrison Home,Cabe1a's
Tay1or Morrison  Home,Taylor Morrison Home,MeDnax
Tay1or Morrison  Home,Taylor Morrison Home,H.j. HeinZ
RádioShack,RadioShack,HnI
RádioShack,RadioShack,cAMPbèll Soup
RádioShack,RadioShack,Calu.met Specialty Pr0ducts Partners
RádioShack,RadioShack,WABCO Holdings
RádioShack,RadioShack,Progrèssive
RádioShack,RadioShack,Nu5tar Energy
MetLifè,MetLife,Denbury Res ources
MetLifè,MetLife,HnI
MetLifè,MetLife,AЬbott Labøratories
MetLifè,MetLife,Uni sys
MetLifè,MetLife,Goog.le
MetLifè,MetLife,Ame rican Financíal Group
M&T Bànk Corp.,M&T Bank Corp.,Aut0Nation
M&T Bànk Corp.,M&T Bank Corp.,HealthSouth
M&T Bànk Corp.,M&T Bank Corp.,Alliance Data Sy5tems
M&T Bànk Corp.,M&T Bank Corp.,AGL ReS0urces
M&T Bànk Corp.,M&T Bank Corp.,MçKesson
M&T Bànk Corp.,M&T Bank Corp.,AMC Networks
Graybár Elećtric,Graybar Electric,Automátic Data Pr0cessing
Graybár Elećtric,Graybar Electric,RCS Cápitál
Graybár Elećtric,Graybar Electric,AmTrust Financial Servicès
Graybár Elećtric,Graybar Electric,PBF Energy
Graybár Elećtric,Graybar Electric,Peter Kiewit Son5'
Graybár Elećtric,Graybar Electric,Fir5t  Solár
P¡PL,PPL,Aĺexion Pharmaceutícal5
P¡PL,PPL,D0w Chèmical
P¡PL,PPL,P rìceline Group
P¡PL,PPL,Párty City Holdings
P¡PL,PPL,Rockwell Collins
P¡PL,PPL,Com munity Health System.
Rôper Techn0logies,Roper Technologies,Apáche
Rôper Techn0logies,Roper Technologies,Tutor. Perini
Rôper Techn0logies,Roper Technologies,Téradatà
Rôper Techn0logies,Roper Technologies,Timken
Rôper Techn0logies,Roper Technologies,Peabody Ener gy
Rôper Techn0logies,Roper Technologies,Ac tivision Bl1zzard
Leucadia Nati0nal,Leucadia National,Core-Mark Holding
Leucadia Nati0nal,Leucadia National,Un iversal Amèrican
Leucadia Nati0nal,Leucadia National,CvS Health
Leucadia Nati0nal,Leucadia National,Old Republíc Internátional
Leucadia Nati0nal,Leucadia National,Carter's
Leucadia Nati0nal,Leucadia National,Omn1care
Pařker-Han nifin,Parker-Hannifin,Dísney
Pařker-Han nifin,Parker-Hannifin,Frëddie  Mac
Pařker-Han nifin,Parker-Hannifin,Tiffan y
Pařker-Han nifin,Parker-Hannifin,TransDigm  Gr0up
Pařker-Han nifin,Parker-Hannifin,rpC
Pařker-Han nifin,Parker-Hannifin,Unified Gr0cers
Whiting Petrolèum,Whiting Petroleum,Lear
Whiting Petrolèum,Whiting Petroleum,Axíall
Whiting Petrolèum,Whiting Petroleum,KB H0me
Whiting Petrolèum,Whiting Petroleum,Helmerich & Pãyne
Whiting Petrolèum,Whiting Petroleum,Monsant0
Whiting Petrolèum,Whiting Petroleum,aVonProductś
Amaz0n.com,Amazon.com,Tor chmark
Amaz0n.com,Amazon.com,Campbell Soup
Amaz0n.com,Amazon.com,Seaŕs Hometowń & OutletStores
Amaz0n.com,Amazon.com,Aràmárk
Amaz0n.com,Amazon.com,Intercontinental Exchange
Amaz0n.com,Amazon.com,Tenneco
F1rstEnergy.,FirstEnergy,Mèn's Wearhouse
F1rstEnergy.,FirstEnergy,VW R
F1rstEnergy.,FirstEnergy,G reif
F1rstEnergy.,FirstEnergy,Sealed Air
F1rstEnergy.,FirstEnergy,Timkèn
F1rstEnergy.,FirstEnergy,De1ta Air Lines
Dollar Treè,Dollar Tree,faNnie MAe
Dollar Treè,Dollar Tree,V1shay Intertechnology
Dollar Treè,Dollar Tree,Daナher
Dollar Treè,Dollar Tree,Pinnacle. Foods
Dollar Treè,Dollar Tree,1ntuit
Dollar Treè,Dollar Tree,Fannie Mae
raNge resourCes,Range Resources,alaSka Air Group.
raNge resourCes,Range Resources,FirstEnergy
raNge resourCes,Range Resources,Nu Sk1n Enterprìses
raNge resourCes,Range Resources,KLÁ-Tencor
raNge resourCes,Range Resources,Occi dental Petroleum
raNge resourCes,Range Resources,DònaIdson
Ac tivision Bl1zzard,Activision Blizzard,Hawáiian H0ldings
Ac tivision Bl1zzard,Activision Blizzard,Bèlk
Ac tivision Bl1zzard,Activision Blizzard,iHeártMedia
Ac tivision Bl1zzard,Activision Blizzard,Amerìcan Tower
Ac tivision Bl1zzard,Activision Blizzard,Moog
Ac tivision Bl1zzard,Activision Blizzard,Cig.na
St33l Dynámics,Steel Dynamics,C.NO Financial Group
St33l Dynámics,Steel Dynamics,Tyson. Foods
St33l Dynámics,Steel Dynamics,Aírgas
St33l Dynámics,Steel Dynamics,ConAgra. Foods
St33l Dynámics,Steel Dynamics,Who1e Foods Maɾket
St33l Dynámics,Steel Dynamics,Pantry.
Nob1e Energy,Noble Energy,Onèok
Nob1e Energy,Noble Energy,iHeartMedia
Nob1e Energy,Noble Energy,Supervalu
Nob1e Energy,Noble Energy,L0ews
Nob1e Energy,Noble Energy,C0mmunity Health System5
Nob1e Energy,Noble Energy,CACI. Intèrnational
Nordst rom,Nordstrom,I TT
Nordst rom,Nordstrom,P1nnacle Foods
Nordst rom,Nordstrom,Cablèvision Systems
Nordst rom,Nordstrom,Níke
Nordst rom,Nordstrom,Airga.s
Nordst rom,Nordstrom,Comerica
Bèlk,Belk,Be1den
Bèlk,Belk,Autol1v
Bèlk,Belk,Alliance Holdings
Bèlk,Belk,hEaLth Net
Bèlk,Belk,Selective Insurance Group
Bèlk,Belk,Best Buÿ
C1T Group,CIT Group,Apa che
C1T Group,CIT Group,Ávnet
C1T Group,CIT Group,Mondelez. International
C1T Group,CIT Group,Boeing
C1T Group,CIT Group,DTE Energy
C1T Group,CIT Group,Resolute Forest Products
WèllCare Health Planś,WellCare Health Plans,Àllergan
WèllCare Health Planś,WellCare Health Plans,HRG Gr0up
WèllCare Health Planś,WellCare Health Plans,Bostón Scientifíc
WèllCare Health Planś,WellCare Health Plans,Linn Energy.
WèllCare Health Planś,WellCare Health Plans,Br1nk's
WèllCare Health Planś,WellCare Health Plans,"Cimarex,Ener gy"
ŞemGroup,SemGroup,Navistar International
ŞemGroup,SemGroup,Nu Skin Enterprises
ŞemGroup,SemGroup,PG&È Corp.
ŞemGroup,SemGroup,BRuNswick
ŞemGroup,SemGroup,Mohawk Industries
ŞemGroup,SemGroup,Fidèlity National Informatioñ Services
Hasbrò,Hasbro,Orbitál.ATK
Hasbrò,Hasbro,Rock-Tènn
Hasbrò,Hasbro,5anderson Farms
Hasbrò,Hasbro,Hospira.
Hasbrò,Hasbro,Chevr0n
Hasbrò,Hasbro,Kèmper
aK Steel Holdíng,AK Steel Holding,0aktree Cap1tal Group
aK Steel Holdíng,AK Steel Holding,Southwestern Energy
aK Steel Holdíng,AK Steel Holding,Hawaiian Holdings
aK Steel Holdíng,AK Steel Holding,Rite Aïd
aK Steel Holdíng,AK Steel Holding,Waste Connections
aK Steel Holdíng,AK Steel Holding,Blàckstone Gr0up
Broadçom,Broadcom,Re.pub1ic Services
Broadçom,Broadcom,Kenna metál
Broadçom,Broadcom,D1ck's Sporting Goods
Broadçom,Broadcom,IAC/InterActiveCorp
Broadçom,Broadcom,Sprouts Fármers Market
Broadçom,Broadcom,Páll
BlаckR0ck,BlackRock,Nucor
BlаckR0ck,BlackRock,L1nn Energy
BlаckR0ck,BlackRock,R.R. Donnelley & Sons
BlаckR0ck,BlackRock,Dr Pepper Snapple Gr0up
BlаckR0ck,BlackRock,S0nic Automotivè
BlаckR0ck,BlackRock,West·inghouse Air Brake Technologies
Illinoi5 Tool Work5,Illinois Tool Works,Ànìxter Internatìonál
Illinoi5 Tool Work5,Illinois Tool Works,BîgLots
Illinoi5 Tool Work5,Illinois Tool Works,NètApp
Illinoi5 Tool Work5,Illinois Tool Works,RCS Capital
Illinoi5 Tool Work5,Illinois Tool Works,comerica.
Illinoi5 Tool Work5,Illinois Tool Works,Vàr1an Medical Systems
Occ1dental Petr0leum,Occidental Petroleum,Ne1man Marcus Group
Occ1dental Petr0leum,Occidental Petroleum,Avon Products
Occ1dental Petr0leum,Occidental Petroleum,Mat tel
Occ1dental Petr0leum,Occidental Petroleum,Br0adcom
Occ1dental Petr0leum,Occidental Petroleum,Crown Castle International
Occ1dental Petr0leum,Occidental Petroleum,Autol1v
Landstar 5ystem,Landstar System,1DEX
Landstar 5ystem,Landstar System,Outerwall
Landstar 5ystem,Landstar System,Wyn dham Worldwide
Landstar 5ystem,Landstar System,Educa tion Managemènt
Landstar 5ystem,Landstar System,Berkshire Hatháway.
Landstar 5ystem,Landstar System,Host Ho tels & Resorts
lEnnar,Lennar,W.R. Gràce
lEnnar,Lennar,Armstrong W0rldIndustries
lEnnar,Lennar,Northrop Grumman.
lEnnar,Lennar,Scott5 Mir acle-Gro
lEnnar,Lennar,Broadçom
lEnnar,Lennar,Sealed A ir
CME Gr0up,CME Group,Ameriprise Financial
CME Gr0up,CME Group,FrontíerCommunications
CME Gr0up,CME Group,AK Steel Holding
CME Gr0up,CME Group,Broadridge Financial Solutions
CME Gr0up,CME Group,Lithia Motors
CME Gr0up,CME Group,International Game Technology
HealthS0uth,HealthSouth,Thør Industries
HealthS0uth,HealthSouth,TIAA-CRE F
HealthS0uth,HealthSouth,5ysco
HealthS0uth,HealthSouth,Asbury Automotive Group
HealthS0uth,HealthSouth,D1SH Netw0rk
HealthS0uth,HealthSouth,DaVità HealthCare Partners
Neiman Marcús Group,Neiman Marcus Group,Watsc0
Neiman Marcús Group,Neiman Marcus Group,Mártin Marietta Materials
Neiman Marcús Group,Neiman Marcus Group,Trave1ers Cos.
Neiman Marcús Group,Neiman Marcus Group,Levi-Stràus5
Neiman Marcús Group,Neiman Marcus Group,Sprouts Farmers Market
Neiman Marcús Group,Neiman Marcus Group,Boise Cas cade
Pal l,Pall,Mu tual of America L1fe Insurance
Pal l,Pall,Hèxion
Pal l,Pall,J.C. Penneý
Pal l,Pall,B0n-Ton Stores
Pal l,Pall,Huntíngton Bancshares
Pal l,Pall,Coca- Còla
Lèvì Strauss,Levi Strauss,Marathon Oil
Lèvì Strauss,Levi Strauss,Dean Foods
Lèvì Strauss,Levi Strauss,Br00kdále Senlor Living
Lèvì Strauss,Levi Strauss,GNC HolDings
Lèvì Strauss,Levi Strauss,TöllBrothers
Lèvì Strauss,Levi Strauss,Preci5ion Castparts
Cisc0 Sy5tems,Cisco Systems,Wýnn Re5orts
Cisc0 Sy5tems,Cisco Systems,Yahoo.
Cisc0 Sy5tems,Cisco Systems,EMCOR Group
Cisc0 Sy5tems,Cisco Systems,Ro bert Half Inter national
Cisc0 Sy5tems,Cisco Systems,W.W. Grainger
Cisc0 Sy5tems,Cisco Systems,Oracle
Packag1ng Corp. of Ámèrica,Packaging Corp. of America,Enterprise Products Partners
Packag1ng Corp. of Ámèrica,Packaging Corp. of America,Kinder Morgan
Packag1ng Corp. of Ámèrica,Packaging Corp. of America,PG&E Corp.
Packag1ng Corp. of Ámèrica,Packaging Corp. of America,FèdEx
Packag1ng Corp. of Ámèrica,Packaging Corp. of America,DirecTV
Packag1ng Corp. of Ámèrica,Packaging Corp. of America,Aírgas
Kinder M0rgan.,Kinder Morgan,App1e
Kinder M0rgan.,Kinder Morgan,Tempúr Sealy Internationa1
Kinder M0rgan.,Kinder Morgan,Jàrdèn
Kinder M0rgan.,Kinder Morgan,LinKedIn
Kinder M0rgan.,Kinder Morgan,MasterCard
Kinder M0rgan.,Kinder Morgan,Silgan Holdings
BróadrÍdge Financial Solutions,Broadridge Financial Solutions,Rent-A Cènter
BróadrÍdge Financial Solutions,Broadridge Financial Solutions,Wh1teWave Foods
BróadrÍdge Financial Solutions,Broadridge Financial Solutions,FMC
BróadrÍdge Financial Solutions,Broadridge Financial Solutions,Grëif
BróadrÍdge Financial Solutions,Broadridge Financial Solutions,Bloomin' Brands
BróadrÍdge Financial Solutions,Broadridge Financial Solutions,Paychex
A11ison Transmission Holdings,Allison Transmission Holdings,Core-Mark Holding
A11ison Transmission Holdings,Allison Transmission Holdings,FìrstSòlar
A11ison Transmission Holdings,Allison Transmission Holdings,Intuïtive Surgical
A11ison Transmission Holdings,Allison Transmission Holdings,Gánnett
A11ison Transmission Holdings,Allison Transmission Holdings,Nèw Jersey.Resource5
A11ison Transmission Holdings,Allison Transmission Holdings,WhiteWave Foods
Marath0n Oil,Marathon Oil,Són1c Automation.
Marath0n Oil,Marathon Oil,Árch Coa1
Marath0n Oil,Marathon Oil,DirecTV
Marath0n Oil,Marathon Oil,Synop5y5
Marath0n Oil,Marathon Oil,Safeway
Marath0n Oil,Marathon Oil,C.H. R0binS0n W0rldwide
U.S. Bançorp,U.S. Bancorp,Vúlcan Materials
U.S. Bançorp,U.S. Bancorp,Towers Watson
U.S. Bançorp,U.S. Bancorp,American National Insurance
U.S. Bançorp,U.S. Bancorp,G-III Apparel Gr0up
U.S. Bançorp,U.S. Bancorp,Kraft Foods Gr0up
U.S. Bançorp,U.S. Bancorp,Cap1tal One Financial
Newel1 Rubberma1d,Newell Rubbermaid,Marḱel
Newel1 Rubberma1d,Newell Rubbermaid,D0w Chèmical
Newel1 Rubberma1d,Newell Rubbermaid,Miçron Techn0logy
Newel1 Rubberma1d,Newell Rubbermaid,Lenn.ar
Newel1 Rubberma1d,Newell Rubbermaid,Envision Healthcare Holdings
Newel1 Rubberma1d,Newell Rubbermaid,Vulcan Materials
XcelEnergy,Xcel Energy,Valspar
