real_name,positive_names,negative_names
Symantec,"['Syma ntec', 'Symante.c', 'Symántèc']","['Sysco', 'Synnex.', 'Sys co', 'Synnex', 'Systemax', 'Sy5co', 'Symètra Financial']"
Symetra Financial,"['Sÿmetra Fìnancial', 'Symètra Financial', 'Symetra Financiàl.']","['Prudentíal Financial', 'Ameρr1se Fínancial', 'Voya Financ ial', 'V0ya Financial', 'Voya Financial', 'Stifel Financial']"
Synnex,"['Synnéx', '5ynnex', 'Synnex.']","['Snap-on', 'Symante.c', 'Dynegy', 'Ténneco', 'Symantec', 'Systemax', 'Snap0n', 'Snáp-on', 'Dyneĝy']"
Synopsys,"['S ynopsyś', 'Śynopsys', 'Synop5y5']","['Sysco', 'Un1sys', 'Unisy5', 'Unisys', 'Sy5co', 'Uni sys']"
Sysco,"['5ysco', 'Sy5co', 'Sys co']","['Masco', 'Mas co', 'Watsco', 'Synop5y5', 'Synopsys', 'Symántèc']"
Systemax,"['5ystemax', 'Sys témáx', 'SyStémaX']","['Symante.c', 'Rýder Sys tem', 'DST Systems', 'SkyWest', 'Symantec', 'D5T Systems', 'Ryđer Sistema']"
T. Rowe Price,"['T. Rowe Pri ce', 'T. R0we. Price', 'T. Rowè Price']","['W.R. Gràce', 'Tu tor Perini', 'W.R. Gra ce', 'W.R. Grace']"
TD Ameritrade Holding,"['TD Amèrìtradè Holding', 'T.D AmeritradeHoldíng', 'td Amer1trade Hold1ng']","['Zim mer Holdings', 'Dana Holding', 'Windstreám Holdíngs', 'Dan aHolding', 'Spìrit AeroSystems Holdings', 'TRW Automotive Holdings', 'Exterran Holdings', 'T.RW Automotive Holdings', 'Dána Holding']"
TECO Energy,"['TECo Energy', 'TECO Energý', 'T E C O Energy']","['DTE Energy', 'EP Energy', 'OGÈ Energy', 'OGE Energy']"
TIAA-CREF,"['T1AA-CREF', 'TIAA.CREF', 'TIAA-CRE F']","['AAR', 'CBRE Group', 'AA.R', 'nCR']"
TJX,"['tJX', 'T.JX', 'T JX']","['CSX', 'SpX', 'ÀDT', 'cS X', 'SPX', 'TeReX']"
TRW Automotive Holdings,"['tRw Automoti ve Holdings', 'TRW Automotivè Holdings', 'T.RW Automotive Holdings']","['Zim mer Holdings', 'Post Holdings', 'Tea mHealth Holdings', 'TD Ameritrade Holding', 'C.F Industries Holdings', 'CF Industries Holdings', 'WABCO Holdings']"
Take-Two Interactive Software,"['Take-Two Intèractive Softwarè', 'Take-Two Int eractive Software', 'Taķe-Two Interactíve Software']","['Cameron International', 'Towér International', 'Cameron Inte rnational']"
Targa Energy,"['TargaEnergy', 'Tařga Enérgy', 'Tar.ga Energy']","['TECo Energy', 'Wèstar Energy', 'DTE Energy', 'Westar Energy', 'DTE En3rgy', 'Şempra Energy']"
Targa Resources,"['Tārgà Re5ources', 'Targa  Resources', 'tArga Re5ourcès']","['Range Re5ources', 'Range Resources', 'Sprague Resources', 'Franklin Resourcès', 'agl Res0urces', 'Sprágue Resourcès']"
Target,"['Ta rget', 'Targèt', 'Targét']","['TargaEnergy', 'Targa Energy', 'arCBest', 'Walmárt']"
Taylor Morrison Home,"['Tayl0r M0rrison H0me', 'Tay1or Morrison  Home', 'Táylor-Morrison Home']","['Car dinal Health', 'Tesla M0tors', 'Ryèrson Holding', 'Te5la Mot0rs', 'Meritage Homes', 'Ryerson Holding']"
Team Health Holdings,"['Team Hèalth Holding5', 'Tea mHealth Holdings', 'Teám Heath Holdings']","['IMS HealthHoldings', 'IMS Health Holdings', '1MS Health H0ldings']"
Tech Data,"['Tèch Data', 'ȚechData', 'Tech Da.ta']","['Téràdata', 'First Data', 'Fírst. Data', 'Teradata', 'Echo$tar', 'Ae tna', 'EchoStar']"
Teledyne Technologies,"['Teledyne. Technolog1es', 'Tele dyne Tèchnologies', 'Tèledyne Techn0logies']","['Èxide Technologies', 'Èsterline Technolog1es', 'Esterline Technologies', 'Agilent Technologies', 'eXi de Technologies']"
Telephone & Data Systems,"['Telephone & Data Systèms', 'Te1ephone & Data Systems', 'Teleph0ne & Data Systems']","['Al1iance Data Systems', 'Alliance Data Systems', 'Álliance Data Systems']"
Tempur Sealy International,"['Tempúr Sealy Internationa1', 'Tempur Sealy Internation al', 'Tèmpur Sealy International']","['Par exel International', 'Tower International', 'Dentsply International', 'Parexel International', 'Parèxel International']"
Tenet Healthcare,"['Teneť Healthcare', 'Tenet. Healthcare', 'Tenet Healthcarè']","['Kíndred Healthcare', 'Kinᵈred Healthcare', 'Kindred Healthcare']"
Tenneco,"['Ténneco', 'Tenne.co', 'Tennec0']","['Pc Connection', 'Genesc0', 'KLA-Tencor', 'Gènesco', 'Centéne', 'KLÁ-Tencor', 'Genesco']"
Teradata,"['Téradata', 'Téradatà', 'Téràdata']","['Tech Data', 'E*Trade Financial', 'CST Brands', 'CsT Brand5', 'C5T Brands', 'Tèch Data', 'Towér International', 'e*Trade Financlal', 'E*Tradè Financial']"
Terex,"['TeReX', 'Tèrèx', 'Ter éx']","['Tenneco', 'TruèBlue', 'Tennec0', 'Toro', 'Xerox', 'TrueBlue', 'Tòro', 'Xer0x', 'Xero x']"
Tesla Motors,"['TéslaMotors', 'Te5la Mot0rs', 'Tesla M0tors']","['L1thia Motors', 'Lithía M otors', 'Genera1, Mòtors', 'General Motors', 'Toll Brothers', 'Toul Brothers', 'Lithia Motors']"
Tesoro,"['Tesóro', 'Tesor0', 'T esoro']","['Tesla M0tors', 'Toro', 'Tòro', 'Tesla Motors', 'Tor o', 'Textron']"
Tetra Tech,"['T3tra Tech.', 'Tétra Tech', 'Tetra Te ch']","['Tor chmark', 'Vectr en', 'MasTec', 'Carpenter Technology', 'Carpenter Techn0logy', 'Carpenter Techn0logy.', 'Ma5Tec']"
Texas Instruments,"['T exas Instrumènts', 'Tèxas Instruments', 'Texás Instrumènts']","['Polaris Industries', 'Thør Industries', 'Lexmark International', 'Towe rInternationa1', 'Caesars Entertainment', 'Tower International', 'P0lar1s Industries', 'Po1ar1s Industrìes']"
Textron,"['Te.xtron', 'Textr0n', 'Tex Tron']","['Vectrèn', 'Tesóro', 'Vectr en', 'Hexion', 'Vectren', 'Tesoro']"
Thermo Fisher Scientific,"['Thermo Fi sher Scíentific.', 'Thèrm0 Físher Scientific', 'therMo Fìsher Scìentific']","['Bo5ton Sc1entific', 'Boston Scientific', 'B0ston Scientific', 'Bostón Scientifíc']"
Thor Industries,"['Thor IndusTries', 'Thør Industries', 'Tho rIndustries']","['Polaris Industries', 'Trinít yIndustries', 'AßM Industries', 'Trinity Industries', 'PPG Industries', 'ABM Industries']"
Thrivent Financial for Lutherans,"['Thrivènt Financíal for Lutherans', 'Thr1vent Financial f0r Lutherans', 'Thri vent Financial for Lutherans']","['AmTrust Financial Services', 'Securian Financíal Gr oup', 'AmTrust Financial Servicès', 'Broadridge Financial Solutions', 'ÁmTrust Financial Services', 'Broadridge Financial Solu tions.']"
Tiffany,"['Tìffany', 'Tiffan y', 'Tiffañy']","['Timkèn', 'Safeway', 'TargaEnergy', 'Šafëway', 'Sāfeway', 'Timken', 'Pantry']"
Time Warner,"['T1meWarner', 'Time-Warner', 'Time Wárner']","['Time. Warner Cable', 'Time Wàrnèr Câble', 'T1me Warner Cable', 'Time Warner Cable']"
Time Warner Cable,"['Time. Warner Cable', 'T1me Warner Cable', 'Time Wàrnèr Câble']","['Ge neral Cable.', 'Time-Warner', 'Time Warner', 'T1meWarner', 'Time Wárner']"
Timken,"['Timkèn', 'T1mken', 'Tim ken']","['Amgen', 'Amêren', 'Time-Warner', 'Time Warner', 'T1meWarner', 'Time Wárner']"
Toll Brothers,"['Toul Brothers', 'TöllBrothers', 'Toll Br0thers']","['H0llyFrontier', 'G1obal Partners', 'Gl0bal Partners', 'Global Partners', 'Tesla Motors', 'HollyFrontier', 'Holly.Frontier']"
Tops Holding,"['Tops Holdïng', 'TopsHoldïng', 'T0ps Holding']","['Pèpco Holdings', 'Post Holdings', 'Post Holding5.', 'LëidosHoldings', 'Sears Holdings', 'Leidos Holdings']"
Torchmark,"['Tor chmark', 'Torchmark.', 'T0rchmark']","['PriceSmart', 'Aramark', 'Ara mark']"
Toro,"['T0ro', 'Tòro', 'Tor o']","['T esoro', 'Tesoro', 'Tesóro', 'Textron']"
Total System Services,"['Total System Sérvices.', 'T0tal System 5ervices', 'Total SystèmServices']","['W0rld Fue1 Services', 'Quánta Services', 'Kelly Services', 'World Fuel Services', 'Quanta Services']"
Tower International,"['Towe rInternationa1', 'Towér International', 'T0wer Internatìonal']","['Honeywell International', 'RPM International', 'H0neywell International', 'Baxter International', 'Honeywell Internationa1', 'Lennox International', 'Edison International', 'WeSó International']"
Towers Watson,"['T0wers Wat5on', 'TówersWatson', 'tower5 Wat son']","['T0wer Internatìonal', 'Tower International', 'Watsco', 'Legg Mason', 'Towér International']"
"Toys ""R"" Us","['T0ys ""R"" Us', 'Toys ""R"" Us.', 'Tòys ""R"" U s']","['Tysón Foods', 'Tyson. Foods', 'Tyson Foods']"
Tractor Supply,"['Tract0r Supp1y', 'Trac tor Supp ly', 'Tràctor Supply']","['MWI Veterinary Supply', 'MWI Veterìnary Supply', 'MWI Veter1nary Supply', 'Beacón Roofing Supply', 'Beacon Roofing Supply']"
TransDigm Group,"['TransD1gm Group', 'TransDigm  Gr0up', 'TransDigm Gróup']","['Unum Group', 'Triumph Gróup', 'Trium.ph Group', 'Lansing Trade Group', 'Tr1umph Group', 'Triumph Group']"
TravelCenters of America,"['TravelCenters of Ameríca', 'Trave1Centers of America', 'TraveIcenters of America']","['Travelers Co5.', 'Reinsurance Gròup of America', 'Travelers Cos.', 'Reinsúrance Group of America', 'Reinsurance Group of America']"
Travelers Cos.,"['Travelers Co5.', 'Trave1ers Cos.', 'Třavelers Cos.']","['Greenbrier Cos.', 'TravelCenters of Ameríca', 'Greenbr1er Cos.', 'M1chaels Co5.', ""Michael5 Co's."", 'Michaels Cos.']"
TreeHouse Foods,"['TreeHouSeFoods.', 'TrèeHouse Foods', 'TreëHouse Fòods']","['Hormel Foods', 'Hormel Fòods', 'Hormel.Foods', 'Tyson Foods', 'Tysón Foods']"
TriNet Group,"['TrìNetGroup', 'TriNet Gr0up', 'Tr1Net Group']","['J.Crew Group', 'SeṃGroup', 'Triumph Gróup', 'Trium.ph Group', 'Pricel1ne Group', 'CIT Group', 'ŞemGroup', 'Triumph Group']"
Tribune Media,"['Tr1bune Mèdia', 'Tribune Mèd1a', 'Tribuné Med1a']","['Liberty Media', 'TrueB1ue', 'Liberty Mèdia', 'St. Jude Médical', 'Liƃerty Med1a']"
Trimble Navigation,"['Tr1mbleNavigati0n', 'Trimble Navigat1on.', 'Trimblè Navìgation']","['Tr1bune Mèdia', 'Triple-S Managément', 'Harley-David5on', 'Triple-S Management', 'Harley-Davidson', 'Lincoln National', 'Lincoln Nati0nal.', 'Leucádia Nationa1', 'Tribune Media']"
Trinity Industries,"['Trinít yIndustries', 'Tri.nity Industres', 'Tr1nity Indu5tries']","['Valmont Industries', 'Wòrthington Industries', 'Thør Industries', 'Thor Industries']"
Triple-S Management,"['Triple-S Managément', 'Trip1e-S Management', 'Tríple-S Manaģement']","['Waste  Management', 'Waste Management', 'Wa5te Management']"
Triumph Group,"['Trium.ph Group', 'Triumph Gróup', 'Tr1umph Group']","['Unum Group', 'TransDigm Group', 'TriNet Group', 'TransDigm Gróup', 'U.num Group', 'Unum  Group']"
TrueBlue,"['TrueB1ue', 'TruèBlue', 'Tr ueBlue']","['ѕTeelcase', 'Terex', 'Target', 'Supervalu', 'TrèeHouse Foods', 'TeReX', 'Tribune Media']"
Tupperware Brands,"['tUppeŕware Brandś', 'Tupper wáre Brands', 'Tupprèware Brands']","['Big Heart Pet Brands', 'CST Brands', 'Big Heart_Pet Brands', 'C5T Brands', 'BigHeart Pet Brand5', 'B1g Heart Pet Brands', 'Yum Brands']"
Tutor Perini,"['Tutor. Perini', 'Tu tor Perini', 'Tut0r Perini']","['Sout hern', 'western Refining', 'Tower International', 'Towér International', 'Western Refining']"
Twenty-First Century Fox,"['Twentÿ-Fírst Century Fox', 'Twenty-First Centùry Fox', 'Twènty-First Cmntury Fox']","['Rent-A Cènter', 'Rent-A-Center', 'Integrys Energy Group', 'United Natural Foods', 'united Natural Foods', 'FirstEnergy']"
Tyson Foods,"['Tysón Foods', 'Ty5on Foods', 'Tyson. Foods']","['Dèan Foods', 'Dean. Foods', 'ConAgra Foods', 'Dean Foods', 'ConAgra. Foods']"
U.S. Bancorp,"['U.S. Bançorp', 'U.S Bancơrp', 'u.S. Ban corp']","['Zions Bancorp.', 'Zi0ns Bancorp.', 'Z1ons Ban corp.', 'C.R. Bard']"
UGI,"['UG1', 'UG.I', 'UGl', 'U5G']","['USG.', 'USG', 'Us G']"
UPS,"['U P5', 'uSÁÁ', 'UpS', 'U.PS']","['USG.', 'hSn', 'USAA', 'SpX', 'USFoo ds', 'hP', 'USG', 'US Foods']"
US Foods,"['USFoo ds', 'U5 Foods', 'US F0ods']","['Tysón Foods', 'Dean Foods', 'Dèan Foods', ""Moody's""]"
USAA,"['USAA,', 'Us ÀA']","['UpS', 'USFoo ds', 'SCANA', 'USG', 'US Foods', 'US F0ods']"
USG,"['USG.', 'Us G']","['UGl', 'UG1', 'UpS', 'UPS', 'UGI']"
Ulta Salon Cosmetics & Fragrance,"['Ulta. Salon Cosmetics & Fragrance', 'Ulta Salon Cosmetic5 & Fragrance', 'Últà Salon Cosmetics & Fragrance']","['Internatìonal Flavors & Fragrances', 'Internationa1 Flavors & Fragrances', 'International Flavors & Fragrances']"
Under Armour,"['Under Ar mour', 'Unďer Armour', 'uNder Armour']","['Kin der Morgan', 'Unum Group', 'Universal American', 'Unìversál Amer1can', 'Meri tor', 'Kinder Morgan']"
Unified Grocers,"['Un1fied Grocers', 'Unif1ed Grocers', 'Unified Gr0cers']","['United Technologies', 'UnitedHealth Group', 'Unive rsal', 'United Rentals']"
Union Pacific,"['Union Paci fìc', 'Uñion Pacifíc', 'Un1on Pacific']","['S\u2006tandard Paci fic', 'Stàndard Pacific', 'Standard Pacific', '5tandard Paci fic']"
Unisys,"['Unisy5', 'Un1sys', 'Uni sys']","['ÊnerSys', 'Śynopsys', 'Universal', 'Unive rsal', 'Synopsys', 'Disney']"
United Continental Holdings,"['Un1ted Cont1nental Holdings', 'Unite d Continental Holdin gs', 'United Contìnental Hòldings']","['Quintiles Transnational Holdings', 'Quintiles Transnati0nal Holdings', 'Windstream Holdings', 'United Rentals', 'Cinemark Holdings', '¡ntercontinental Exchange', 'Intercontinental Eхchange']"
United Natural Foods,"['Unìted Natural Foods', 'united Natural Foods', 'United Natural Food5']","['Pioneer Natural Resourcès', 'United Continental Holdings', 'Pioneer Natural Resources', 'United Rentals', 'United Rèntals.']"
United Refining,"['United Refining.', 'Ünìted Refining', 'Unitèd Refíning']","['western Refining', 'We5tern Refining', 'Western Refining.', 'United Rentals', 'Western Refining']"
United Rentals,"['United Rèntals.', 'Uniød Ren†als', 'unITed Rentals']","['Ventas', 'United Refining', 'United Refining.', 'United Natural Foods', 'Equity Residential', 'Unitèd Technologies', 'Unitèd Refíning', 'united Natural Foods']"
United States Steel,"['Uníted States Steèl', 'Uñited State5 Steel', 'UnítedStatès Steel']","['State Street Corp.', 'Statè Stree1 Corp.', 'United Rentals', 'United Rèntals.', 'Oil States International']"
United Technologies,"['Un1ted Technologie5', 'Uni tédTechnologies', 'Unitèd Technologies']","['Èxide Technologies', 'Agilent Technologies', 'Exide Technologies', 'eXi de Technologies']"
UnitedHealth Group,"['United.Helth Group', 'Unite dHealth Group', 'Un1tedHealth Gr0up']","['Unum Group', 'TriNet Group', 'Kíndred Healthcare', 'Interpublic Group', 'Avis Budget Group', 'Hain Celestial Group', 'Kinᵈred Healthcare', 'Kindred Healthcare']"
Universal,"['Unive rsal', 'Univer5al', 'unIversal']","['Cónvergys', 'Convergys', 'Universal American', 'Uniød Ren†als', 'C0nvergys', 'Un1versal Americán', 'Un iversal Amèrican']"
Universal American,"['Unìversál Amer1can', 'Un iversal Amèrican', 'Un1versal Americán']","['Reyn0lds American', 'Universal', 'Unive rsal', 'Universal Health Services', 'Reynolds Amer1can', 'Universa1 Health Services', 'Reynolds American']"
Universal Forest Products,"['Univer5al. Forest Products', 'Uni veςsal Forest Products', 'Un1versa1 Forest Produçts']","['Reso1ute F0rest Products', 'ResoluteFore5t Products', 'Resolute Forest Products']"
Universal Health Services,"['Universa1 Health Services', 'Univer5ál Health Services', 'Univer5al Health 5ervices']","['Wòrld Fuel. Services', 'Universal American', 'Kelly Services', 'Un1versal Americán', 'Universal Forest Products', 'World Fuel Services', 'Discover Financial Services']"
Univision Communications,"['Univiѕion Communications', 'univiѕion Communicationѕ', 'Univi sion Communicati0ns']","['Discovery Communications', 'L-3 Communications', 'Frontier Communications', 'Level 3 Communications', 'Front1er, Communications', 'Frontier Communicati0ns']"
Unum Group,"['U.num Group', 'Unum Gr0up', 'Unum  Group']","['Hub Group', 'Hu bGroup', 'Ĥub Gr0up', 'Triumph Group']"
Urban Outfitters,"['Urbàn Outf1tters', 'Ur ban Outfitter5', 'Urban Outfit ter5.']","['American Eaglè Outfitters', 'ᗩmerican Eagle Outfitter5', 'American Eagle Outfitters', 'Aмerican EagleOutfitters']"
VF,"['V-F', 'V.F', 'vF']","['FʍC', 'FMC', 'F.MC', 'PVH', 'VWR', 'VwR', 'VWR.']"
VWR,"['VW R', 'VwR', 'VWR.']","['NVR', 'nV R', 'NVR.']"
Valero Energy,"['ValeroEnèrgy', 'Valero Ene rgy', 'Válèrò Energy']","['Westár Enèrgy', 'Xcèl Energy', 'Wèstar Energy', 'N0ble Energy', 'We5tarEnergy', 'Xcel Energy', 'TargaEnergy', 'Targa Energy', 'Noble Energy']"
Valmont Industries,"['Valmont Industriès', 'VálmontIndustries', 'ValmontIndustr1es']","['Worth1ngton Industr1es', 'Trinít yIndustries', 'Trinity Industries', 'Thor Industries', 'Tho rIndustries']"
Valspar,"['Val spár', 'Va1spar', 'V.alspar']","['Visa', 'Ral ph Laùren', 'V¡sa', 'Walmart', 'Vi sa', 'Wal-mart', 'Walmárt']"
Vantiv,"['Van tiv', 'Vant1v', 'Vántiv']","['Vėnta5', 'Vèntas', 'avnEt', 'Ventàs']"
Varian Medical Systems,"['Vàr1an Medical Systems', 'Varian Medical Systèms', 'Varían Medical Systems']","['Al1iance Data Systems', 'Álliance Data Systems', 'Heartland Payment Systems', 'Alliance Data Systems', 'Hèartland Payment Systems', 'Cisco Systems', 'Landstar System']"
Vectren,"['Vectrèn', 'Vèctren', 'Vectr en']","['Viste0n', 'Verizon', 'Vísteon', 'Ameren', 'Verízón', 'Veriz0n', 'Visteon']"
Ventas,"['Vėnta5', 'Vèntas', 'Ventàs']","['Vant1v', 'Vántiv', 'Cìntas', 'Cintas', 'C1ntas', 'Vantiv', 'Z0etis', 'Zoetis']"
Verizon,"['vErizon', 'Verízón', 'Veriz0n']","['Ingrèdion', 'Vectrèn', 'Chevron', 'Vectr en', 'Vectren', 'Ingredion']"
Viacom,"['V¡acom', 'Vïac0m', 'Via com']","['Visa', 'Facebo0k', 'Qualcomm', 'Broadcom', 'Qua1comm']"
Visa,"['V¡sá', 'Vi sa', 'V¡sa']","['Viacom', 'Vèntas', 'Vántiv', 'nVídia', 'V.alspar', 'Valspar', 'V¡acom', 'Va1spar', 'Visteon']"
Vishay Intertechnology,"['Vi shay Intertechnology', 'V1shay Intertechnology', 'Vishay Intertechn0logy']","['Carpenter Technology', 'Carpènter Technology', 'Carpenter Techn0logy']"
Visteon,"['Viste0n', 'Vísteon', 'V1steon']","['Verizon', 'Vectren', 'Vèctren', 'Visa']"
Vornado Realty Trust,"['V0rnado Realty Trust', 'Vornada Realty Trus.t', 'Vo rnado Reálty Trust']","['Norther.n Trust', 'Northern Trust', 'Ascena Retail Group', 'Asçena Retail Gr0up', 'Ascéna Retail Group', 'Northerñ Trust']"
Voya Financial,"['V0ya Financial', 'Voya Financ ial', 'Vòya Financ1al']","['A11y Financial', 'Symètra Financial', 'Ally Financial']"
Vulcan Materials,"['Vulcan Mateʀials', 'Vúlcan Materials', 'Vúlcán Material5']","['Applied Materials', 'Leucadia Nati0nal', 'Applìed Materìals', 'Applíed Matèrials', 'Leucadia National']"
W.R. Berkley,"['W.R.Bērkley', 'W.R. Berk1ey', 'W.R. Berklèy']","['W.R. Gràce', 'W.R. Gra ce', 'C.R. Bàrd', 'W.R. Grace', 'C.R. Bárd', 'C.R. Bard']"
W.R. Grace,"['W.R. Gràce', 'w.R. Gracè', 'W.R. Gra ce']","['W.R. Berk1ey', 'W.W. Gra1nger', 'W. W. Grainger', 'C.R. Bàrd', 'W.W. Gráinger', 'W.R. Berkley', 'W.W. Grainger', 'C.R. Bárd', 'W.R. Berklèy']"
W.W. Grainger,"['W. W. Grainger', 'W.W. Gra1nger', 'W.W. Gráinger']","['W.R. Gràce', 'W.R. Gra ce', 'W.R. Grace']"
WABCO Holdings,"['WABCO  Holdings', 'WA.BCO Holdings', 'WABCO H0ldings']","['WG LHoldings', 'WGL Holdings', 'HÇA Holdings']"
WESCO International,"['WeSó International', 'WESCO Internátional', 'WE5CO Internati0nal']","['Edison International', 'RPM International', 'Cameron International', 'CACI International']"
WGL Holdings,"['WG LHoldings', 'WGL Hold1ngs', 'WGL Ho1dings']","['GnC Hol dings', 'GNC Holdings', 'WABCO Holdings']"
WPX Energy,"['W·PX Ener gy', 'WϱX Energy', 'wpX Enèrgy']","['Xcèl Energy', 'Xcel Energy', 'PBF Enèrgy', 'SM Energy', 'EP Enèrgy', 'PBf Energy', 'EP Energy', 'PBF Energy']"
Walgreens,"['Walgreèns', 'Wá1greens', 'walgreens']","[""Wendy's"", 'Ca1eres', 'Caleres.', 'Darlíng Ingred1ents', 'Jarden', 'Wendy’s', 'Caleres']"
Walmart,"['Wa1mart', 'Wal-mart', 'Walmárt']","['Walgreèns', 'Walgreens', 'Aramark', 'pet5mart', 'Valspar', 'PeťSmart', 'albèmarle']"
Warner Music Group,"['War ner Music Group', 'Wárner Músic Group', 'Warner Music Gròup.']","['1nterpublic Grup', 'Neiman Marcus Group', 'Interpublic Group', 'Interpub1ic Group', 'Berry Plastics Group', 'Beŗry Plastics Group']"
Waste Connections,"['Waste Connection5', 'Wa5te Connections', 'Was te Connections']","['P.C. Connection', 'Pc Connection', 'PC Connection']"
Waste Management,"['Waste  Management', 'Waste Manàgement', 'Wa5te Management']","['Education Management', 'Triple-S Management', 'Èducati0n Management']"
Watsco,"['Wat5co', 'Wa tsco', 'Watsc0']","['MasTèc', 'Masco', 'Mas co', 'Harsco', 'MasTec', '5ysco', 'V¡acom']"
Weis Markets,"['Weïs Markèts', 'We isMarkets', 'We1s Markets']","['Ingles Markets', 'Whole Foods Market', 'In gles Markets', 'Ne wMarket']"
WellCare Health Plans,"['WèllCare Health Planś', 'Wel1Care Health Plan5', 'We1lCare Heal th Plans']","['Cardina1 Health', 'Cardinal Health', 'Tea mHealth Holdings', 'Magellan Health', '1MS Health H0ldings', 'Team Health Holdings', 'MägelIan Health']"
Wells Fargo,"['We1ls Far go', 'Wèlls Fargo', 'WellsFargo.']","['Willbros Gròup', 'Weïs Markèts', 'Westar Energy', 'WìllbrosGroup', 'Willbros Group', 'We1s Markets']"
Wendy's,"[""Weńdy's"", 'Wendy’s', ""wendý's""]","[""R0undy's"", 'West', ""Roundy's"", ""Ròundy's"", ""Moody's"", ""M0ody's""]"
Werner Enterprises,"['Wèrner Enterpŕises', 'Wernēr Enterp rises', 'Wèrner Enterp rises']","['Nu Skin Enterprises', 'Rush Enterprises', 'Icahn Enterprises', 'NùSkin Enterprises']"
West,"['W est', 'We5t.', 'Wèst']","['SkýWest', 'SkyWest', '5kyWest']"
Westar Energy,"['Westár Enèrgy', 'We5tarEnergy', 'Wèstar Energy']","['Nu5tar Energy', 'Targa Energy', 'Spectra Energy', 'NuStar Energy', 'NextEra Energy', 'nu StarEnergy', 'Speçtra Energy']"
Western & Southern Financial Group,"['Western & Southern Financial Groupe', 'Western & Southern Financial Gr0up', 'WeStern & Southern Financial Group']","['StánCorp Financial Gròup', 'Securián Financial Gr0up', 'Securian Financial Group', 'StanCorp Financial Group']"
Western Digital,"['We5tern Digital', 'WèsternDigital', 'Western D1gital']","['Western Union', 'Northwestern Mutual', 'Wèstern Union', 'We5tern Refining', 'Western Uni0n', 'Nørthwèstern Mutual', 'Western Refining']"
Western Refining,"['western Refining', 'We5tern Refining', 'Western Refining.']","['United Refining', 'Western Uni0n', 'Ünìted Refining', 'Western Union']"
Western Union,"['We5ternUnion', 'Western Uni0n', 'Wèstern Union']","['western Refining', 'We5tern Refining', 'Western Refining.', 'Western Refining']"
Westinghouse Air Brake Technologies,"['Wèstinghouse Aír Brake Technologìes', 'West·inghouse Air Brake Technologies', 'We5tinghouse Air Brake Techn0l0gies']","['Rôper Techn0logies', 'Tèledyne Techn0logies', 'Èsterline Technolog1es', 'Esterline Technologies', 'Roper Technologies', 'eXi de Technologies']"
Westlake Chemical,"['We5tlake Chemícal', 'West.lake Chemical', 'We5tlake Chemical']","['Ea5tman Chemica1', 'Eastman Chemical', 'Eastmän Chemi cal', 'Dow Chemical']"
Weyerhaeuser,"['Weyerhàeuser', 'Weyerhaeu5er', 'Weyer hauser']","['Deere', 'Estee Lauder', ""Mèn's Wearhouse"", ""Men's Wear house"", ""Men's Wearhouse"", 'E5tee Lauder']"
Whirlpool,"['Whirpòol', 'Whirlpo1', 'Whìrlpool']","['Whiting Petrolèum', 'Yahoo', 'Whiting Petroleum', 'Yáhoo', 'Wh1ting Petroleum', 'Pool']"
WhiteWave Foods,"['Whitewáve Foods', 'WhiteWaveFo0ds', 'Wh1teWave Foods']","['Windstream Holdings', 'Dèan Foods', 'Dean. Foods', 'Pinnacle Foods', 'Whole Foods Market', 'Dean Foods']"
Whiting Petroleum,"['Whiting. Petrol eum', 'Wh1ting Petroleum', 'Whiting Petrolèum']","['Pàr Petroleum', 'Màrat hon Petroleum', 'Marathon Petroleum', 'Marathon. Petroleum', 'Par Petroleum']"
Whole Foods Market,"['ᗯh0le Foods Market', 'Whole.Foods Market', 'Who1e Foods Maɾket']","['We isMarkets', 'In gles Markets', 'Weis Markets', 'Ingles Markets', 'We1s Markets']"
Willbros Group,"['Wi1lbros Group', 'WìllbrosGroup', 'Willbros Gròup']","['áltría Group', 'Åltria Gr0up', 'Fo55il Group', 'Altria Group', 'Fossil Group']"
Williams,"['Wi11iams', 'Williáms', 'Wi lliams']","['Williams-Sonoma', 'SherwínWilliams', 'Williams.Sonoma', 'Wi11iams-Sonoma']"
Williams-Sonoma,"['Wìlliams-Sonoma', 'Williams.Sonoma', 'Wi11iams-Sonoma']","['Williams', 'Wi11iams', 'Williáms', 'Wi lliams']"
Windstream Holdings,"['Windstreám Holdíngs', 'Wíndstreàm Hold1ngs', 'Windstream. Holdings']","['Grahàm Holdings', 'Cinemark Holdings', 'C.F Industries Holdings', 'CF Industries Holdings']"
Wisconsin Energy,"['Wiscónsin Energý', 'Wi5consin Energy', 'Wısconsın. Energy']","['Linn Energy.', 'Consol Energy', 'Linn Energy', 'Cons0l E nergy', 'Cónsol Energy']"
Wolverine World Wide,"['Wolve rine World W1de', 'W0lverine W0rld Wide', 'Wolverine.World Wide']","['Wyn dham Worldwide', 'Wýndham Worldw1de', 'Wyndham. WorldWide', 'Wyndham Worldwide']"
World Fuel Services,"['Wòrld Fuel. Services', 'WorldFuèl Services', 'W0rld Fue1 Services']","['Kar Auctìon Services', 'Kar Auction Services', 'Univer5ál Health Services', 'Universal Health Services', 'Primoris Services', 'Republic Services', 'Kelly Services']"
