anchor_name,positive_name,negative_names
Merck,Mêrck,"['MçCormick', 'McCormick', 'McC0rm1ck']"
Mercury General,Mèrcury Geñeral,"['Dollar General', 'D0llar General', 'Dollar_General']"
Mercury General,Mèrcury General,"['Dollar General', 'D0llar General', 'Dollar_General']"
Mercury General,Mercùry. General,"['Dollar General', 'D0llar General', 'Dollar_General']"
Meritage Homes,Meritage. Homes,"['Meritor', 'raNge resourCes', 'Meri tor']"
Meritage Homes,Mèritage H0mes,"['raNge resourCes', 'Magellan Health', 'Merit0r']"
Meritage Homes,MériTagè Homès,"['Via com', 'Meri tor', 'Big Lots']"
Meritor,Merit0r,"['Merck', 'Insperity', 'In5perity']"
Meritor,Meri tor,"['Meritage Homes', 'Verizon', 'Meritage. Homes']"
Meritor,Mèrítor,"['Ford Motor', 'F0rd M0tor', 'Kroger']"
MetLife,MetLifè,"['Greif', 'Zoetis', 'Z0etis']"
MetLife,MètLife,"['ProtèctiveLife', 'Mástec', 'Màttel']"
MetLife,MètLife.,"['ProtèctiveLife', 'Protective Life', 'Pr0tective Life']"
Metaldyne Performance Group,Meta1dyne Performance Gròup,"['Momentive Performance Materials', 'M0mentive Performance Materíals', 'Mo mentive Performance Materials.']"
Metaldyne Performance Group,Metaldyne Performánce Group,"['Momentive Performance Materials', 'M0mentive Performance Materíals', 'Sentry Insurànce Group']"
Metaldyne Performance Group,Metàldyne Performance Gróup,"['Momentive Performance Materials', 'M0mentive Performance Materíals', 'Mo mentive Performance Materials.']"
Mettler-Toledo International,Mett1er-Toledo Internationa1,"['Tower International', 'Towe rInternationa1', 'Mondelez International']"
Mettler-Toledo International,Me ttlèr-Toledo International,"['Tower International', 'Mondelez International', 'Mondelez. International']"
Mettler-Toledo International,Mettler-Toledò International,"['Tower International', 'Mondelez International', 'Baxter International']"
Michaels Cos.,Michael5 Co's.,"['Třavelers Cos.', 'Travelers Cos.', 'Travelers Co5.']"
Michaels Cos.,Micháels C.ôs.,"['Třavelers Cos.', 'Travelers Cos.', 'McKesson']"
Michaels Cos.,M1chaels Co5.,"['Třavelers Cos.', 'Travelers Cos.', 'Travelers Co5.']"
Micron Technology,mIcon Technology,"['Amkor Technology', 'Carpènter Technology', 'Carpenter Technology']"
Micron Technology,Mícroñ Technology,"['Amkor Technology', 'FMÇ Technologies', 'FMC Technologies']"
Micron Technology,Miçron Techn0logy,"['Aмkor Technólogy', 'Amkor Technology', 'Carpènter Technology']"
Microsoft,m1crosoft,"['Echostär', 'Wi1lbros Group', 'Hαrsco']"
Microsoft,Micr0soft,"['Ingŕam Micro', 'Ingram Micro', 'McKèsson']"
Microsoft,Micro.soft,"['Ingŕam Micro', 'Ingram Micro', 'Monsanto']"
Mohawk Industries,Mòhawk Industries,"['AßM Industries', 'ABM Industries', 'Thør Industries']"
Mohawk Industries,Mo Hawk Industries,"['AßM Industries', 'ABM Industries', 'Thor Industries']"
Mohawk Industries,Mohawk Indu5tries,"['AßM Industries', 'ABM Industries', 'ABM Indu5tries']"
Molina Healthcare,Mo1ina Health.care,"['Kinᵈred Healthcare', 'Kindred Healthcare', 'Teneť Healthcare']"
Molina Healthcare,Mólina Healthcare,"['Kinᵈred Healthcare', 'Kindred Healthcare', 'Teneť Healthcare']"
Molina Healthcare,M0lina Hea1thcare,"['Kinᵈred Healthcare', 'Kindred Healthcare', 'Teneť Healthcare']"
Molson Coors Brewing,Molson Còors Brew1ng,"['Johnson Controls', 'Monster Beverage', 'J0hnson Contr01s']"
Molson Coors Brewing,Molson Co ors Brewi-ng,"['Johnson Controls', 'Owens Corning', '0wens Corning']"
Molson Coors Brewing,M0ls0n Coors Brewing,"['Owens Corning', '0wens Corning', 'J0hnson Contr01s']"
Momentive Performance Materials,Mo mentive Performance Materials.,"['Metàldyne Performance Gróup', 'Metaldyne Performance Group', 'Meta1dyne Performance Gròup']"
Momentive Performance Materials,Momentive Perf0rmance Mater1als,"['Metàldyne Performance Gróup', 'Metaldyne Performance Group', 'Meta1dyne Performance Gròup']"
Momentive Performance Materials,M0mentive Performance Materíals,"['Metàldyne Performance Gróup', 'Metaldyne Performance Group', 'Meta1dyne Performance Gròup']"
Mondelez International,Mondelez. International,"['Honeywell International', 'Tower International', 'RPM International']"
Mondelez International,M0nde1ez Internat1onal,"['H0neywell International', 'RPM International', 'Èdison Internat1onal']"
Mondelez International,Mondélez Intèrnational,"['Towér International', 'Tower International', 'RPM International']"
Monsanto,Mònѕanto,"['Manítowoc', 'Manitowoc', 'Man1towoc']"
Monsanto,Monsant0,"['Mosaïc', 'Mosaic', 'Huntsman']"
Monsanto,Mon5anto,"['Manítowoc', 'Manitowoc', 'Man1towoc']"
Monster Beverage,Mønster Beverãge,"['Änterò Resources', 'Panerà Bread', 'Panera Bread']"
Monster Beverage,Monstèr Beve rage,"['Con vergys', 'Ene rgen', 'Wèstar Energy']"
Monster Beverage,M0nster Beverage,"['Mercury General', 'Änterò Resources', 'Panerà Bread']"
Moody's,Móody's.,"[""Roundy's"", ""Mácy's"", ""Màcy's""]"
Moody's,Moo dy's,"[""Roundy's"", ""Mácy's"", ""Màcy's""]"
Moody's,M0ody's,"[""Roundy's"", ""Mácy's"", ""Màcy's""]"
Moog,M oog,"['Google', 'Goog1e', ""Moody's""]"
Moog,Mo0g,"['àMgen', 'Mà5co', 'Masco']"
Moog,Moog.,"['Google', 'Goog1e', 'Goog.le']"
Morgan Stanley,M0rgan Stanley,"['nu StarEnergy', 'jp Morgan Cha5e', 'JP Morgan Chase']"
Morgan Stanley,Morgan. Stanley,"['jp Morgan Cha5e', 'JP Morgan Chase', 'nu StarEnergy']"
Morgan Stanley,Morgan Stánley,"['jp Morgan Cha5e', 'JP Morgan Chase', 'Targa Energy']"
Mosaic,Mósaic,"['Masco', 'Ma5c0', 'Manitowoc']"
Mosaic,M0sai c,"['Masco', 'Mas co', 'Manitowoc']"
Mosaic,Mosaïc,"['Monsanto', 'Monsant0', 'Masco']"
Motorola Solutions,Motor0la Solu tions,"['Skyworks Solutions', 'Skýworks Solut1ons', 'Skyworks Solutìons']"
Motorola Solutions,Motor0la Solutíons,"['Skýworks Solut1ons', 'Skyworks Solutìons', 'Skyworks Solutions']"
Motorola Solutions,Mötorola Solutions,"['Skyworks Solutions', 'Skýworks Solut1ons', 'Skyworks Solutìons']"
Mueller Industries,Muelleŕ Industries,"['AßM Industries', 'ABM Industries', 'ABM Indu\tstries']"
Mueller Industries,Muèller Indu5tries,"['AßM Industries', 'ABM Industries', 'ABM Indu5tries']"
Mueller Industries,Mueller Industrìes,"['AßM Industries', 'ABM Industries', 'Thør Industries']"
Murphy Oil,Murphý Oil,"['Marathon Oil', 'Marath0n Oil', 'Murphý USA']"
Murphy Oil,Murphy Oi1,"['Murphy USA', 'Murphý USA', 'MuRphy USa']"
Murphy Oil,Murphy 0il,"['Murphy USA', 'Murphý USA', 'MuRphy USa']"
Murphy USA,Murphý USA,"['Murphý Oil', 'Murphy Oil', 'Murphy Oi1']"
Murphy USA,Mur phi USA,"['Murphý Oil', 'Murphy Oil', 'Murphy Oi1']"
Murphy USA,MuRphy USa,"['Murphy Oil', 'Murphy Oi1', 'Murphy 0il']"
Mutual of America Life Insurance,Mu tual of America L1fe Insurance,"['Mutual of Omaha Insurance', 'Mùtual of Omaha Insurance', 'Mutuál of Omaha Insurance']"
Mutual of America Life Insurance,Mutual of Americá Life Insurance.,"['Mutual of Omaha Insurance', 'PennMu tual Life Insurance', 'Penn Mutual Life Insurance']"
Mutual of America Life Insurance,Mutuál of Amer1ca Life Insurance,"['Mutuál of Omaha Insurance', 'Mutual of Omaha Insurance', 'Mùtual of Omaha Insurance']"
Mutual of Omaha Insurance,Mutuál of Omaha Insurance,"['Mutuál of Amer1ca Life Insurance', 'Mutual of America Life Insurance', 'Mu tual of America L1fe Insurance']"
Mutual of Omaha Insurance,Mùtual of Omaha Insurance,"['Mutual of America Life Insurance', 'Mu tual of America L1fe Insurance', 'Mutuál of Amer1ca Life Insurance']"
Mutual of Omaha Insurance,Mutual 0f Omaha Insurance,"['Mutual of America Life Insurance', 'Mu tual of America L1fe Insurance', 'PennMu tual Life Insurance']"
NBTY,NBTý,"['ÅNN', 'ÀDT', 'lBM']"
NBTY,NBtY,"['ÅNN', 'lBM', 'cBs']"
NBTY,NBT.,"['ÅNN', 'ÀDT', 'lBM']"
NCR,N℣R,"['NVR', 'NVR.', 'ÅNN']"
NCR,N.C.R,"['NVR', 'NVR.', 'TIAA.CREF']"
NCR,NC R,"['NVR', 'NVR.', 'CÁ']"
NCR,nCR,"['CÁ', 'CA', ""CARTer's""]"
NGL Energy Partners,NgL Energy Partner's,"['Regency Energy Partners', 'Reg ency Energy Partners', 'MärkWest Energy Partners']"
NGL Energy Partners,NGL Enèrgy Partners,"['Regency Energy Partners', 'Reg ency Energy Partners', 'MärkWest Energy Partners']"
NGL Energy Partners,NGL EñergyPartner5,"['Regency Energy Partners', 'Reg ency Energy Partners', 'MärkWest Energy Partners']"
NII Holdings,NII Hodlings,"['GNC Holdings', 'GNC HolDings', 'WGL Holdings']"
NII Holdings,NII. Hold1ngs,"['GNC Holdings', 'HCA. Holdings', 'WGL Hold1ngs']"
NII Holdings,N1I Holdings,"['GNC Holdings', 'WGL Holdings', 'WG LHoldings']"
NRG Energy,NRg Energie,"['Targa Energy', 'Puget Energy', 'Noble Energy']"
NRG Energy,NRG-Energy,"['Entergy', 'OGÈ Energy', 'OGE Energy']"
NRG Energy,NRG ènergy,"['OGÈ Energy', 'OGE Energy', 'NoblèEner gy']"
NVR,nV R,"['VwR', 'VWR', 'VW R']"
NVR,NVR.,"['VwR', 'VWR.', 'VWR']"
Nasdaq OMX Group,Nasdaq O M X Group,"['Alaska Air Group', 'Neiman Marcús Group', 'Neiman Marcus Group']"
Nasdaq OMX Group,Nasda q OMX Grou p,"['Alaska Air Group', 'Neiman Marcús Group', 'Neiman Marcus Group']"
Nasdaq OMX Group,Nàsdaq OMX Gr0up,"['Neiman Marcús Group', 'Neiman Marcus Group', 'Ne1man Marcus Group']"
National Fuel Gas,National FuèlGas,"['Penn National Gaming', 'National ÒilwellVa rco', 'National Oilwell Varco']"
National Fuel Gas,Natìonal Fuèl Gas,"['National Oilwell Varco', 'NaTìonal Oilwel1 Varco', 'Penn National Gaming']"
National Fuel Gas,Nati0nal Fuel Ga5,"['National Oilwell Varco', 'Nati0nal Oilwell Varco', 'Penn Nati0nal  Gaming']"
National Oilwell Varco,National ÒilwellVa rco,"['National Fuel Gas', 'National FuèlGas', 'Nati0nal Fuel Ga5']"
National Oilwell Varco,NaTìonal Oilwel1 Varco,"['Natìonal Fuèl Gas', 'National Fuel Gas', 'Nati0nal Fuel Ga5']"
National Oilwell Varco,Nati0nal Oilwell Varco,"['National Fuel Gas', 'Nati0nal Fuel Ga5', 'National FuèlGas']"
Nationstar Mortgage Holdings,Natíonstar Mortgage H0ldings,"['Hilton Worldwide Holdings', 'Plaíns GP Holdings', 'Hilt on Wor1dwide Holdings']"
Nationstar Mortgage Holdings,Nationstar M0rtgage Holdings,"['Windstream Holdings', 'Windstream. Holdings', 'Plains GP Holdings']"
Nationstar Mortgage Holdings,Nati0nstar MortgageHolding5,"['Windstream Holdings', 'Windstream. Holdings', 'Dana Holding']"
Nationwide,Na tionwide,"['AutoNation', 'Aut0Nation', 'National Fuel Gas']"
Nationwide,Nat1onwide,"['AutoNatíon', 'AutoNation', 'AutoNat1on']"
Nationwide,Nationwide.,"['AutoNation', 'Aut0Nation', 'National Fuel Gas']"
Navient,Na.vient,"['avnEt', 'Nike', 'NèwMarket']"
Navient,Nafient,"['Nike', 'avnEt', 'NèwMarket']"
Navient,Nav1ent,"['avnEt', 'Ávnet', 'NèwMarket']"
Navistar International,Nav1star International,"['Baxter International', 'Baxte r International', 'Parèxel International']"
Navistar International,Navi5tar Internatìonal,"['Baxter International', 'Baxte r International', 'Anixter International']"
Navistar International,Navistar International.,"['Baxter International', 'Baxte r International', 'Anixter International']"
Neiman Marcus Group,Nei man Marcus Gr0up,"['G0ldman Sachs Gr0up', 'Goldman Sachs Gróup', 'Goldman Sachs Group']"
Neiman Marcus Group,Ne1man Marcus Group,"['Goldman Sachs Group', 'Warner Music Group', 'War ner Music Group']"
Neiman Marcus Group,Neiman Marcús Group,"['Goldman Sachs Group', 'Goldman Sachs Gróup', 'G0ldman Sachs Gr0up']"
NetApp,NetAp.p,"['Apple', 'App1e', 'App.le']"
NetApp,NètApp,"['Apple', 'App1e', 'App.le']"
NetApp,Ne tApp,"['Apple', 'App1e', 'App.le']"
Netflix,Netfl.ix,"['Zoetis', 'Z0etis', 'Xilinx']"
Netflix,N e tflix,"['Zo etis', 'Ne tApp', 'E xelis']"
Netflix,Nètflix,"['Xilinx', 'X1linx', 'Nafient']"
New Jersey Resources,New Jersey Resourcès,"['Denbury Resources', 'Denbury Res ources', 'Änterò Resources']"
New Jersey Resources,Nèw Jersey.Resource5,"['Denbury Resources', '5prague Resource5', 'Denbury Res ources']"
New Jersey Resources,Nèw Jersey Resources,"['Denbury Resources', 'Denbury Res ources', 'Änterò Resources']"
New York Life Insurance,New York Lifè Insurance,"['Penń Mutua1 Life Insurance', 'PennMu tual Life Insurance', 'Penn Mutual Life Insurance']"
New York Life Insurance,NeW York Life Insurance,"['Penń Mutua1 Life Insurance', 'PennMu tual Life Insurance', 'Penn Mutual Life Insurance']"
New York Life Insurance,New York Li fe Insurance,"['Penń Mutua1 Life Insurance', 'PennMu tual Life Insurance', 'Penn Mutual Life Insurance']"
NewMarket,NewMarkèt,"['Weïs Markèts', 'Weis Markets', 'We1s Markets']"
NewMarket,NèwMarket,"['Markel', 'Mar kel', 'Weis Markets']"
NewMarket,Ne wMarket,"['Weis Markets', 'We1s Markets', 'We isMarkets']"
Newell Rubbermaid,Newel1 Rubberma1d,"['Cøoper Tire & Rubber', 'Cooper Tire & Rubber', 'Cooper T1re & Rubber']"
Newell Rubbermaid,Newell  Rubbermaid,"['Honeywell International', 'Honeywell Internationa1', 'H0neywell International']"
Newell Rubbermaid,Newe11 Rubbermaid,"['Cøoper Tire & Rubber', 'Cooper Tire & Rubber', 'Cooper T1re & Rubber']"
Newfield Exploration,Newfield Exploratíon,"['Swíft Transportation', 'Swift Transportation', 'Honeywell International']"
Newfield Exploration,Nèwfield Exploration,"['Swíft Transportation', 'Swift Transportation', 'Rockwell Automation']"
Newfield Exploration,Newfie1d Explorati0n,"['Swíft Transportation', 'Swift Transportation', 'Lóckheed Martin']"
Newmont Mining,Neẃmont Mìnìng,"['Devon Energy', 'Owens Corning', 'Iron Mountain']"
Newmont Mining,Newmont Mininģ.,"['United Refining.', 'Western Refining.', 'Iron Mountain']"
Newmont Mining,Nèwmont Min1ng,"['Ünìted Refining', 'United Refining', 'Corning']"
News Corp.,News C0rp.,"['Ke yCorp', 'PG&È Corp.', 'PG&E Corp.']"
News Corp.,Ne ws Corp.,"['Ke yCorp', 'PG&È Corp.', 'PG&E Corp.']"
News Corp.,Nèws Corp.,"['PG&È Corp.', 'PG&E Corp.', 'Bb&T Corp.']"
Nexeo Solutions Holdings,Neхeó Solutions Hòldings,"['Leidos Holdings', 'Leidos. Holdings', 'Delek US Holdings']"
Nexeo Solutions Holdings,Nexeo Solutio ns Holdings,"['Leidos Holdings', 'Leidos. Holdings', 'Delek US Holdings']"
Nexeo Solutions Holdings,Neхео Soluti0ns Holdings,"['Pläins GP Holdings', 'Plains GP Holdings', 'Silgan Holdings']"
NextEra Energy,NèxtEra Enèrgy,"['Wèstar Energy', 'Westár Enèrgy', 'NuStar Energy']"
NextEra Energy,NextEraEnergy,"['Speçtra Energy', 'Spectra Energy', 'S pectra Energy']"
NextEra Energy,NextÉra  Energy,"['Speçtra Energy', 'Spectra Energy', 'S pectra Energy']"
NiSource,NìSourcè,"['ScanSource', 'Scan5ourcé', 'Southern']"
NiSource,NiS0urce,"['ScanSource', 'Scan S0urce', 'Nike']"
NiSource,N1Source,"['ScanSource', 'Nortek', 'Scan5ourcé']"
Nike,Níke,"['NèwMarket', 'NewMarket', 'Ne wMarket']"
Nike,Ni ke,"['Timken', 'Tim ken', 'Navient']"
Nike,NIKE.,"['Nvi.dia', 'NetAp.p', 'N0rtek.']"
Noble Energy,NoblèEner gy,"['Válèrò Energy', 'Cónsol Energy', 'Consol Energy']"
Noble Energy,N0ble Energy,"['NRG Energy', 'Valero Energy', 'Xcèl Energy']"
Noble Energy,Nob1e Energy,"['NRG Energy', 'Xcel Energy', 'TECo Energy']"
Nordstrom,Nòrdstr0m,"['FordMotòr', 'Lándstārsystem', 'FìrstSòlar']"
Nordstrom,Nordst rom,"['Northrop Grùmman', 'Northrop Grumman', 'FordMotòr']"
Nordstrom,nOrd5trom,"['ParPetro1eum', 'Broadçom', 'Broadcom']"
Norfolk Southern,Norfol kSouthern,"['Southern', 'Sout hern', 'Mötorola Solutions']"
Norfolk Southern,N0rfolk Southern,"['Southern', 'Sout hern', 'Soùthern']"
Norfolk Southern,Norfölk Southérn,"['Southern', 'Sout hern', 'Skýworks Solut1ons']"
Nortek,N0rtek.,"['amEtek.', 'Ametek', 'Norther.n Trust']"
Nortek,Nørtèk,"['NìSourcè', 'Nòrdstr0m', 'Níke']"
Nortek,Nor tek,"['NiSource', 'N1Source', 'oneÖk']"
Northern Tier Energy,Northern Tier Enèrgy,"['Northern Trust', 'Norther.n Trust', 'Southwèstern Energy']"
Northern Tier Energy,Northe rn TierEnergy,"['Southwèstern Energy', 'Southwestern Energy', 'SouthWeStern Energy']"
Northern Tier Energy,Ν0rthern Tíer Energy,"['Southwèstern Energy', 'Southwestern Energy', 'SouthWeStern Energy']"
Northern Trust,Norther.n Trust,"['Northwestern Mutual', 'Northern Tier Enèrgy', 'Northern Tier Energy']"
Northern Trust,Nrthern Trust,"['Northwestern Mutual', 'Nørthwèstern Mutual', 'Northern Tier Enèrgy']"
Northern Trust,Northerñ Trust,"['Northwestern Mutual', 'Northrop Grumman', 'Northern Tier Enèrgy']"
Northrop Grumman,N0rthrop Grumman,"['Nrthern Trust', 'Northerñ Trust', 'Northern Trust']"
Northrop Grumman,Northrop Grumman.,"['Northerñ Trust', 'Northern Trust', 'Norther.n Trust']"
Northrop Grumman,Northrop Grùmman,"['Nordstrom', 'Nordst rom', 'Northerñ Trust']"
Northwestern Mutual,N0rthwestern Mutua1,"['Nrthern Trust', 'Northern Trust', 'Norther.n Trust']"
Northwestern Mutual,Nørthwèstern Mutual,"['Nrthern Trust', 'Northern Trust', 'Norther.n Trust']"
Northwestern Mutual,Nørthwestern. Mutual,"['Nrthern Trust', 'Northern Trust', 'Western Digital']"
Nu Skin Enterprises,NùSkin Enterprises,"['Icahn Enterprises', 'Rush Enterprises', 'Ru5h Enterprises']"
Nu Skin Enterprises,Nu Skin Enterpr1ses,"['Rush Enterprises', 'Ru5h Enterprises', 'Ícahn Enterpríses']"
Nu Skin Enterprises,Nu Sk1n Enterprìses,"['Rush Enterprises', 'Ru5h Enterprises', 'Ícahn Enterpríses']"
NuStar Energy,Nu5tar Energy,"['Wèstar Energy', 'Westar Energy', 'NextEra Energy']"
NuStar Energy,NuStar Énergy,"['Wèstar Energy', 'Westar Energy', 'Speçtra Energy']"
NuStar Energy,nu StarEnergy,"['We5tarEnergy', 'Wèstar Energy', 'Westar Energy']"
Nucor,Nuc0r,"['NìSourcè', 'NiSource', 'NiS0urce']"
Nucor,Nu cor,"['Fluor', 'F1uor', 'Nortek']"
Nucor,Nucòr,"['NìSourcè', 'NiSource', 'NiS0urce']"
Nvidia,Nåvidia,"['iHeártMedia', 'iHeartMedia', 'èXpedia']"
Nvidia,Nvi.dia,"['iHeártMedia', 'iHeartMedia', 'èXpedia']"
Nvidia,nVídia,"['èXpedia', 'Expèdia', 'Expedia']"
O'Reilly Automotive,O'Rèilly Auto motive,"['Sonic Automotive', 'Sońic Automot1ve', 'S0nic Automotivè']"
O'Reilly Automotive,O'Rei11y Automotive,"['Sonic Automotive', 'Sońic Automot1ve', 'S0nic Automotivè']"
O'Reilly Automotive,O'Reilly. Aut0motive,"['Sonic Automotive', 'Rockwell Automation', 'R0ckwell Automation']"
OGE Energy,OG EEnèrgy,"['EP Enèrgy', 'NRG Energy', 'TECO Energy']"
OGE Energy,OGE Enèrgy,"['EP Enèrgy', 'EP Energy', 'EP En3rgy']"
OGE Energy,OGÈ Energy,"['NRG Energy', 'TECO Energy', 'SM Energy']"
ON Semiconductor,O N Semiconductor,"['Nucor', 'Á.O. Smith', 'A.O. Smith']"
ON Semiconductor,0N Semic0nduct0r,"['J.M. Smucker', 'J.M. Sínucker', 'J.M. Smucker.']"
ON Semiconductor,ON Sèmiconductor,"['Nucor', 'Á.O. Smith', 'A.O. Smith']"
Oaktree Capital Group,Oaktrèe Capital Group,"['Altria Group', 'CNO Financial Group', 'Hain Celestial Group']"
Oaktree Capital Group,0aktree Cap1tal Group,"['Dr Pepper Snapple Group', 'Hain Celestial Group', 'Hain. Celestial Group']"
Oaktree Capital Group,Oak tree Capi.tal Group,"['Hain Celestial Group', 'Hain. Celestial Group', 'CNO Financial Group']"
Occidental Petroleum,OccidentálPetroleum,"['Whiting Petroleum', 'Wh1ting Petroleum', 'Whiting. Petrol eum']"
Occidental Petroleum,Occ1dental Petr0leum,"['Par Petroleum', 'Wh1ting Petroleum', 'Anadarko Petroleum']"
Occidental Petroleum,Occi dental Petroleum,"['Par Petroleum', 'Whiting Petroleum', 'Wh1ting Petroleum']"
Oceaneering International,Oceáneering. International,"['Lennox International', 'Cameron International', 'Brinker International']"
Oceaneering International,0ceanèering International,"['Cameron International', 'Cameron Inte rnational', 'Lennox International']"
Oceaneering International,Oceaneering Internationa1,"['Cameron International', 'Cameron Inte rnational', 'Lennox International']"
Ocwen Financial,Ocwen FinanciaI,"['Regions Financial', 'Re giòns Financial', 'Jones Financial']"
Ocwen Financial,Ocwèñ Financial,"['Voya Financial', 'V0ya Financial', 'Ally Financial']"
Ocwen Financial,ocWen Financial,"['Regions Financial', 'Jones Financial', 'Re giòns Financial']"
Office Depot,Offíce Depot,"['Home Depot', 'H0me Depot', 'Hom eDepot']"
Office Depot,0ffice Dep0t,"['H0me Depot', 'Home Depot', 'faNnie MAe']"
Office Depot,OfficeDep ot,"['Home Depot', 'Hom eDepot', 'H0me Depot']"
Oil States International,0il States lnternational,"['Baxter International', 'Baxte r International', 'Anixter International']"
Oil States International,Oil. States Internat1onal,"['Baxter International', 'Baxte r International', 'Anixter International']"
Oil States International,Oil State5 lnternational,"['Baxter International', 'Baxte r International', 'Anixter International']"
Old Dominion Freight Line,Ǒld Dõminion Freight Line,"['Mead Johnson Nutrition', 'Mead J0hnson Nutrition', 'Dominion Resources']"
Old Dominion Freight Line,Old Dòminion Frèight Line.,"['Mead Johnson Nutrition', 'Mead J0hnson Nutrition', 'Dominion Resources']"
Old Dominion Freight Line,0ld Dòminìon Freight Line,"['Mead Johnson Nutrition', 'Mead J0hnson Nutrition', 'Delta Air Lines']"
